,AKOS.smile,CID,CanonicalSMILES,density.g.cm3,MW,AKOS,quantity (g),stored,,,
407,OCCCCCCCC/C=C/C,6436867,CC=CCCCCCCCCO,,170.296,24264141,0.02150,,,,
131,CCCCCC/C=C\C=C,12276242,CCCCCCC=CC=C,,138.254,24264252,0.02350,,,,
127,CCCCCC/C=C/C(O)C,5365770,CCCCCCC=CC(C)O,,156.269,24264260,0.02120,,,,
22,C=CC(C/C=C/C(=C)C)(O)C,5366264,CC(=C)C=CCC(C)(C=C)O,,152.237,24264261,0.02440,,,,
130,CCCCCC/C=C/CCO,5352493,CCCCCCC=CCCO,,156.269,24264262,0.02220,,,,
334,OC/C(=C/CCC1(C)CCCC(C1)(C)C)/C,84820829,CC(=CCCC1(CCCC(C1)(C)C)C)CO,,224.388,24264291,0.01840,,,,
391,OCC1CC2CC(C1=C)C2(C)C,15695189,CC1(C2CC(C(=C)C1C2)CO)C,,166.264,24264293,0.02430,,,,
402,OCCCC/C=C\C,13443326,CC=CCCCCO,,114.188,24264306,,,,,
77,CCC[C@@H]1CCC(CC1)C1CC[C@H](CC1)O,3107830,CCCC1CCC(CC1)C2CCC(CC2)O,,224.388,24438127,,,,,
157,CCCCCCCCCCCCC/C=C\CCCCCCCC,5365075,CCCCCCCCCCCCCC=CCCCCCCCC,,322.621,24462408,1.00000,,,,
271,COC/C=C(\CCC=C(C)C)/C,6436330,CC(=CCCC(=CCOC)C)C,,168.28,24463299,,,,,
28,C=CCCCC(CCCC=C)O,11275239,C=CCCCC(CCCC=C)O,,168.28,25141964,0.01000,,,,
347,OC/C=C\C(C(C(F)(F)F)(F)F)(C(F)(F)F)F,44717503,C(C=CC(C(C(F)(F)F)(F)F)(C(F)(F)F)F)O,,276.102,25211563,,,,,
333,OC/C(=C/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/I,5708695,C(C(=CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I)O,,502.014,25211692,,,,,
268,COC(=O)CCCCCC(=O)C(F)(F)F,57362757,COC(=O)CCCCCC(=O)C(F)(F)F,,226.195,25212060,,,,,
95,CCCC/C=C\CCCCCCCCO,5364712,CCCCC=CCCCCCCCCO,,212.377,25212607,,,,,
395,OCCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](O)C[C@H]1[C@H]2[C@H](O)C[C@@H]2[C@]1(C)CC[C@H](C2)O)C,5284054,CC(CCCO)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,,394.596,25213187,,,,,
160,CCCCCCCCCCCCCCC/C=C/CO,5364416,CCCCCCCCCCCCCCCC=CCO,,268.485,25213206,,,,,
346,OC/C=C/C(C(F)(F)F)(F)F,14149394,C(C=CC(C(F)(F)F)(F)F)O,,176.086,25213216,,,,,
92,CCCC/C=C\CCCCCCCCC/C=C/CO,5283306,CCCCC=CCCCCCCCCCC=CCO,,266.469,25213454,,,,,
264,COC(=O)c1ccccc1COCc1ccccc1C,46735277,CC1=CC=CC=C1COCC2=CC=CC=C2C(=O)OC,,270.328,25213694,,,,,
296,O=C(c1ccccc1)OC[C@@H]1CCCOC1,91800988,C1CC(COC1)COC(=O)C2=CC=CC=C2,,220.268,25396188,,,,,
297,O=C(c1ccccc1)OC[C@H]1CCCOC1,91800987,C1CC(COC1)COC(=O)C2=CC=CC=C2,,220.268,25396209,,,,,
145,CCCCCCCCC(=O)OC(=O)CCCCCCCC,74304,CCCCCCCCC(=O)OC(=O)CCCCCCCC,,298.467,25396803,,,,,
134,CCCCCCC(=O)OC(=O)CCCCCC,69376,CCCCCCC(=O)OC(=O)CCCCCC,,242.359,25396821,0.01000,fridge,,,
123,CCCCCC(C(=O)OC(=O)C(CCCCC)C)C,46779060,CCCCCC(C)C(=O)OC(=O)C(C)CCCCC,,270.413,25396835,,,,,
412,OCCCCCCCCCCCC(C)C,10878533,CC(C)CCCCCCCCCCCO,,214.393,25396876,,,,,
154,CCCCCCCCCCCC(=O)OCCC(C)C,61386,CCCCCCCCCCCC(=O)OCCC(C)C,,270.457,25402732,0.01000,fridge,,,
185,CCOC(=O)c1ccc(c(c1)C)I,70333377,CCOC(=O)C1=CC(=C(C=C1)I)C,,290.1,25402817,,,,,
239,CCOC(=O)CCCCCCCC(=O)CC(=O)OCC,14006764,CCOC(=O)CCCCCCCC(=O)CC(=O)OCC,,286.368,25402820,,,,,
235,CCOC(=O)CCCCCC(=O)CC(=O)OCC,14006762,CCOC(=O)CCCCCC(=O)CC(=O)OCC,,258.314,25402912,,,,,
238,CCOC(=O)CCCCCCC(=O)CC(=O)OCC,14006763,CCOC(=O)CCCCCCC(=O)CC(=O)OCC,,272.341,25402964,,,,,
183,CCOC(=O)c1cc(C)ccc1I,44118833,CCOC(=O)C1=C(C=CC(=C1)C)I,,290.1,25403205,,,,,
229,CCOC(=O)CCCCC(=O)CC(=O)OCC,14006760,CCOC(=O)CCCCC(=O)CC(=O)OCC,,244.287,25403211,,,,,
403,OCCCC1=CCC=CC1,20402847,C1C=CCC(=C1)CCCO,,138.21,25404422,,,,,
408,OCCCCCCCC/C=C\CCCCCCCCO,87212466,C(CCCCO)CCCC=CCCCCCCCCO,,284.484,26669941,0.01310,,,,
406,OCCCCCCC/C=C\CCCCCCCO,11832052,C(CCCC=CCCCCCCCO)CCCO,,256.43,26669942,0.01290,,,,
30,CC([C@@H]1CC[C@]2([C@H](C1)[C@@](C)(O)CCC2)C)(O)C,10879263,CC12CCCC(C1CC(CC2)C(C)(C)O)(C)O,,240.387,26674265,,,,,
244,COC(=O)c1c(C)cccc1c1ccccc1,14663182,CC1=CC=CC(=C1C(=O)OC)C2=CC=CC=C2,,226.275,26674461,0.01000,,,,
275,N#CC1(C)CC(O)CC(C1)(C)C,10583216,CC1(CC(CC(C1)(C)C#N)O)C,,167.252,26675742,,,,,
,,,,,,,,,,,
,,,,,,,216.00000,,,,
,,,,,,,200.00000,,,,
